Order ID,Order Date,Year,Month,Quarter,Customer ID,Product ID,User ID,Category,Quantity,Unit Price,Unit Cost,Gross Sales,Discount %,Discount Amount,Net Sales,Total Cost,Profit,Profit Margin %,Sales Channel,Order Status,Ship Date,Payment Method
ORD-00127,2023-01-02,2023,1,Q1,CUST-0011,PROD-0002,USER-007,Electronics,20,320.22,163.38,6404.4,20,1280.88,5123.52,3267.6,1855.92,36.22,Direct Sales,Completed,2023-01-06,PayPal
ORD-00128,2024-01-17,2024,1,Q1,CUST-0052,PROD-0069,USER-018,Food & Grocery,10,273.51,181.13,2735.1,10,273.51,2461.59,1811.3,650.29,26.42,Retail Store,Returned,2024-01-21,PayPal
ORD-00129,2025-07-11,2025,7,Q3,CUST-0077,PROD-0044,USER-002,Beauty,6,37.19,17.88,223.14,0,0.0,223.14,107.28,115.86,51.92,Retail Store,Returned,2025-07-14,Credit Card
ORD-00130,2025-07-22,2025,7,Q3,CUST-0012,PROD-0025,USER-030,Sports,15,972.91,498.93,14593.65,10,1459.37,13134.28,7483.95,5650.33,43.02,Direct Sales,Returned,2025-07-27,UPI
ORD-00131,2023-08-03,2023,8,Q3,CUST-0069,PROD-0001,USER-001,Electronics,19,808.7,347.08,15365.3,0,0.0,15365.3,6594.52,8770.78,57.08,Wholesale,Completed,2023-08-04,Bank Transfer
ORD-00132,2022-04-19,2022,4,Q2,CUST-0078,PROD-0004,USER-025,Electronics,5,1113.23,494.77,5566.15,0,0.0,5566.15,2473.85,3092.3,55.56,Retail Store,Completed,2022-04-22,Bank Transfer
ORD-00133,2022-06-23,2022,6,Q2,CUST-0007,PROD-0051,USER-008,Toys,14,733.95,495.91,10275.3,15,1541.3,8734.0,6942.74,1791.26,20.51,Wholesale,Completed,2022-06-26,PayPal
ORD-00134,2024-10-27,2024,10,Q4,CUST-0099,PROD-0069,USER-014,Food & Grocery,17,273.51,181.13,4649.67,0,0.0,4649.67,3079.21,1570.46,33.78,Wholesale,Pending,2024-10-28,PayPal
ORD-00135,2023-11-04,2023,11,Q4,CUST-0029,PROD-0046,USER-016,Beauty,4,279.57,154.46,1118.28,0,0.0,1118.28,617.84,500.44,44.75,Direct Sales,Pending,2023-11-06,Cash
ORD-00136,2023-08-28,2023,8,Q3,CUST-0036,PROD-0011,USER-021,Clothing,5,189.57,111.51,947.85,0,0.0,947.85,557.55,390.3,41.18,Retail Store,Returned,2023-08-28,Bank Transfer
ORD-00137,2022-09-01,2022,9,Q3,CUST-0092,PROD-0039,USER-001,Books,6,783.31,418.88,4699.86,0,0.0,4699.86,2513.28,2186.58,46.52,Direct Sales,Completed,2022-09-04,UPI
ORD-00138,2022-02-13,2022,2,Q1,CUST-0047,PROD-0063,USER-011,Automotive,19,282.77,164.4,5372.63,5,268.63,5104.0,3123.6,1980.4,38.8,Direct Sales,Completed,2022-02-18,Bank Transfer
ORD-00139,2025-03-07,2025,3,Q1,CUST-0065,PROD-0056,USER-019,Toys,11,378.73,192.25,4166.03,0,0.0,4166.03,2114.75,2051.28,49.24,Direct Sales,Returned,2025-03-09,PayPal
ORD-00140,2025-07-08,2025,7,Q3,CUST-0024,PROD-0040,USER-006,Books,8,361.93,199.96,2895.44,0,0.0,2895.44,1599.68,1295.76,44.75,Retail Store,Completed,2025-07-12,Credit Card
ORD-00141,2025-09-21,2025,9,Q3,CUST-0013,PROD-0007,USER-012,Electronics,2,870.29,420.43,1740.58,10,174.06,1566.52,840.86,725.66,46.32,Online,Completed,2025-09-23,UPI
ORD-00142,2022-11-04,2022,11,Q4,CUST-0052,PROD-0003,USER-030,Electronics,10,777.34,413.48,7773.4,0,0.0,7773.4,4134.8,3638.6,46.81,Online,Completed,2022-11-07,Credit Card
ORD-00143,2024-04-08,2024,4,Q2,CUST-0010,PROD-0048,USER-012,Beauty,5,415.31,206.62,2076.55,5,103.83,1972.72,1033.1,939.62,47.63,Retail Store,Completed,2024-04-11,PayPal
ORD-00144,2024-04-17,2024,4,Q2,CUST-0093,PROD-0047,USER-010,Beauty,17,600.87,269.45,10214.79,0,0.0,10214.79,4580.65,5634.14,55.16,Retail Store,Returned,2024-04-20,Bank Transfer
ORD-00145,2024-03-20,2024,3,Q1,CUST-0056,PROD-0061,USER-021,Automotive,11,32.27,15.82,354.97,10,35.5,319.47,174.02,145.45,45.53,Online,Completed,2024-03-24,PayPal
ORD-00146,2025-07-01,2025,7,Q3,CUST-0054,PROD-0020,USER-019,Home & Kitchen,10,484.81,257.88,4848.1,0,0.0,4848.1,2578.8,2269.3,46.81,Wholesale,Returned,2025-07-02,Bank Transfer
ORD-00147,2025-10-16,2025,10,Q4,CUST-0012,PROD-0071,USER-030,Food & Grocery,6,1159.58,487.22,6957.48,20,1391.5,5565.98,2923.32,2642.66,47.48,Retail Store,Returned,2025-10-17,Bank Transfer
ORD-00148,2022-02-11,2022,2,Q1,CUST-0097,PROD-0057,USER-007,Automotive,11,994.69,438.19,10941.59,0,0.0,10941.59,4820.09,6121.5,55.95,Wholesale,Pending,2022-02-15,Credit Card
ORD-00149,2023-11-11,2023,11,Q4,CUST-0060,PROD-0015,USER-007,Clothing,14,274.31,209.4,3840.34,5,192.02,3648.32,2931.6,716.72,19.65,Direct Sales,Completed,2023-11-14,PayPal
ORD-00150,2023-03-27,2023,3,Q1,CUST-0034,PROD-0033,USER-025,Books,2,542.28,227.85,1084.56,10,108.46,976.1,455.7,520.4,53.31,Retail Store,Completed,2023-03-28,PayPal
ORD-00151,2025-11-10,2025,11,Q4,CUST-0059,PROD-0043,USER-001,Beauty,8,100.66,59.21,805.28,0,0.0,805.28,473.68,331.6,41.18,Direct Sales,Completed,2025-11-15,Bank Transfer
ORD-00152,2025-10-03,2025,10,Q4,CUST-0015,PROD-0024,USER-006,Home & Kitchen,16,704.05,388.98,11264.8,0,0.0,11264.8,6223.68,5041.12,44.75,Online,Pending,2025-10-06,Cash
ORD-00153,2024-02-17,2024,2,Q1,CUST-0034,PROD-0056,USER-004,Toys,18,378.73,192.25,6817.14,20,1363.43,5453.71,3460.5,1993.21,36.55,Wholesale,Completed,2024-02-18,Bank Transfer
ORD-00154,2023-09-28,2023,9,Q3,CUST-0056,PROD-0012,USER-024,Clothing,6,151.45,86.05,908.7,0,0.0,908.7,516.3,392.4,43.18,Wholesale,Returned,2023-09-28,Bank Transfer
ORD-00155,2024-01-10,2024,1,Q1,CUST-0048,PROD-0002,USER-011,Electronics,9,320.22,163.38,2881.98,0,0.0,2881.98,1470.42,1411.56,48.98,Retail Store,Pending,2024-01-11,Credit Card
ORD-00156,2023-07-28,2023,7,Q3,CUST-0087,PROD-0078,USER-009,Office Supplies,20,1018.64,482.77,20372.8,0,0.0,20372.8,9655.4,10717.4,52.61,Wholesale,Completed,2023-07-28,Credit Card
ORD-00157,2025-07-07,2025,7,Q3,CUST-0039,PROD-0032,USER-030,Sports,15,54.33,31.77,814.95,0,0.0,814.95,476.55,338.4,41.52,Direct Sales,Pending,2025-07-09,PayPal
ORD-00158,2024-01-25,2024,1,Q1,CUST-0076,PROD-0046,USER-019,Beauty,3,279.57,154.46,838.71,0,0.0,838.71,463.38,375.33,44.75,Retail Store,Completed,2024-01-26,UPI
ORD-00159,2023-09-03,2023,9,Q3,CUST-0071,PROD-0047,USER-001,Beauty,12,600.87,269.45,7210.44,0,0.0,7210.44,3233.4,3977.04,55.16,Retail Store,Completed,2023-09-06,Bank Transfer
ORD-00160,2024-12-02,2024,12,Q4,CUST-0017,PROD-0018,USER-028,Home & Kitchen,6,692.73,487.84,4156.38,0,0.0,4156.38,2927.04,1229.34,29.58,Direct Sales,Pending,2024-12-06,Credit Card
ORD-00161,2024-08-04,2024,8,Q3,CUST-0029,PROD-0040,USER-009,Books,16,361.93,199.96,5790.88,15,868.63,4922.25,3199.36,1722.89,35.0,Online,Completed,2024-08-08,Credit Card
ORD-00162,2022-12-05,2022,12,Q4,CUST-0095,PROD-0008,USER-022,Electronics,17,824.83,499.9,14022.11,10,1402.21,12619.9,8498.3,4121.6,32.66,Online,Completed,2022-12-06,Credit Card
ORD-00163,2025-01-04,2025,1,Q1,CUST-0009,PROD-0046,USER-014,Beauty,5,279.57,154.46,1397.85,15,209.68,1188.17,772.3,415.87,35.0,Online,Completed,2025-01-05,Bank Transfer
ORD-00164,2024-02-10,2024,2,Q1,CUST-0005,PROD-0011,USER-019,Clothing,19,189.57,111.51,3601.83,0,0.0,3601.83,2118.69,1483.14,41.18,Wholesale,Completed,2024-02-13,Cash
ORD-00165,2025-06-02,2025,6,Q2,CUST-0073,PROD-0058,USER-006,Automotive,7,891.66,492.63,6241.62,0,0.0,6241.62,3448.41,2793.21,44.75,Direct Sales,Completed,2025-06-06,Cash
ORD-00166,2023-05-05,2023,5,Q2,CUST-0049,PROD-0052,USER-006,Toys,17,921.9,443.22,15672.3,20,3134.46,12537.84,7534.74,5003.1,39.9,Direct Sales,Completed,2023-05-10,UPI
ORD-00167,2023-03-18,2023,3,Q1,CUST-0041,PROD-0042,USER-005,Beauty,8,370.28,282.66,2962.24,15,444.34,2517.9,2261.28,256.62,10.19,Retail Store,Completed,2023-03-21,PayPal
ORD-00168,2025-06-19,2025,6,Q2,CUST-0007,PROD-0016,USER-023,Clothing,13,1096.0,438.4,14248.0,15,2137.2,12110.8,5699.2,6411.6,52.94,Online,Completed,2025-06-23,UPI
ORD-00169,2022-04-05,2022,4,Q2,CUST-0044,PROD-0003,USER-020,Electronics,19,777.34,413.48,14769.46,10,1476.95,13292.51,7856.12,5436.39,40.9,Online,Completed,2022-04-07,Bank Transfer
ORD-00170,2023-03-28,2023,3,Q1,CUST-0028,PROD-0039,USER-002,Books,8,783.31,418.88,6266.48,0,0.0,6266.48,3351.04,2915.44,46.52,Direct Sales,Completed,2023-03-28,Cash
ORD-00171,2023-12-22,2023,12,Q4,CUST-0044,PROD-0077,USER-007,Office Supplies,9,254.79,125.51,2293.11,5,114.66,2178.45,1129.59,1048.86,48.15,Direct Sales,Pending,2023-12-25,UPI
ORD-00172,2023-04-06,2023,4,Q2,CUST-0077,PROD-0051,USER-017,Toys,19,733.95,495.91,13945.05,15,2091.76,11853.29,9422.29,2431.0,20.51,Online,Completed,2023-04-11,UPI
ORD-00173,2024-11-28,2024,11,Q4,CUST-0081,PROD-0057,USER-012,Automotive,17,994.69,438.19,16909.73,0,0.0,16909.73,7449.23,9460.5,55.95,Retail Store,Completed,2024-11-28,PayPal
ORD-00174,2023-09-07,2023,9,Q3,CUST-0061,PROD-0068,USER-004,Food & Grocery,2,333.98,180.53,667.96,15,100.19,567.77,361.06,206.71,36.41,Online,Completed,2023-09-10,Bank Transfer
ORD-00175,2022-02-07,2022,2,Q1,CUST-0084,PROD-0039,USER-016,Books,5,783.31,418.88,3916.55,0,0.0,3916.55,2094.4,1822.15,46.52,Online,Completed,2022-02-12,Credit Card
ORD-00176,2022-09-18,2022,9,Q3,CUST-0090,PROD-0048,USER-008,Beauty,6,415.31,206.62,2491.86,0,0.0,2491.86,1239.72,1252.14,50.25,Direct Sales,Pending,2022-09-20,Credit Card
ORD-00177,2025-06-23,2025,6,Q2,CUST-0001,PROD-0045,USER-025,Beauty,12,403.29,163.94,4839.48,20,967.9,3871.58,1967.28,1904.3,49.19,Wholesale,Completed,2025-06-24,Cash
ORD-00178,2025-09-26,2025,9,Q3,CUST-0079,PROD-0032,USER-010,Sports,11,54.33,31.77,597.63,10,59.76,537.87,349.47,188.4,35.03,Retail Store,Returned,2025-09-27,Bank Transfer
ORD-00179,2024-07-26,2024,7,Q3,CUST-0051,PROD-0030,USER-013,Sports,3,547.13,279.15,1641.39,0,0.0,1641.39,837.45,803.94,48.98,Direct Sales,Completed,2024-07-28,Cash
ORD-00180,2022-08-21,2022,8,Q3,CUST-0031,PROD-0037,USER-006,Books,15,582.25,407.17,8733.75,0,0.0,8733.75,6107.55,2626.2,30.07,Direct Sales,Completed,2022-08-23,UPI
ORD-00181,2022-03-27,2022,3,Q1,CUST-0081,PROD-0060,USER-007,Automotive,20,682.05,385.34,13641.0,15,2046.15,11594.85,7706.8,3888.05,33.53,Retail Store,Completed,2022-03-28,UPI
ORD-00182,2022-10-06,2022,10,Q4,CUST-0070,PROD-0035,USER-002,Books,20,618.47,381.77,12369.4,5,618.47,11750.93,7635.4,4115.53,35.02,Online,Completed,2022-10-09,Cash
ORD-00183,2025-03-16,2025,3,Q1,CUST-0022,PROD-0061,USER-011,Automotive,4,32.27,15.82,129.08,0,0.0,129.08,63.28,65.8,50.98,Wholesale,Completed,2025-03-17,Credit Card
ORD-00184,2025-06-18,2025,6,Q2,CUST-0074,PROD-0004,USER-005,Electronics,8,1113.23,494.77,8905.84,5,445.29,8460.55,3958.16,4502.39,53.22,Wholesale,Completed,2025-06-21,Credit Card
ORD-00185,2022-04-08,2022,4,Q2,CUST-0027,PROD-0028,USER-016,Sports,3,946.94,426.55,2840.82,5,142.04,2698.78,1279.65,1419.13,52.58,Retail Store,Completed,2022-04-11,Cash
ORD-00186,2025-09-01,2025,9,Q3,CUST-0003,PROD-0006,USER-028,Electronics,18,329.23,187.06,5926.14,0,0.0,5926.14,3367.08,2559.06,43.18,Retail Store,Returned,2025-09-02,Cash
ORD-00187,2023-04-03,2023,4,Q2,CUST-0051,PROD-0030,USER-027,Sports,18,547.13,279.15,9848.34,0,0.0,9848.34,5024.7,4823.64,48.98,Online,Completed,2023-04-06,Credit Card
ORD-00188,2022-11-05,2022,11,Q4,CUST-0063,PROD-0015,USER-003,Clothing,4,274.31,209.4,1097.24,15,164.59,932.65,837.6,95.05,10.19,Retail Store,Returned,2022-11-10,Bank Transfer
ORD-00189,2024-11-02,2024,11,Q4,CUST-0058,PROD-0021,USER-005,Home & Kitchen,3,121.0,56.28,363.0,15,54.45,308.55,168.84,139.71,45.28,Retail Store,Completed,2024-11-03,Credit Card
ORD-00190,2024-07-24,2024,7,Q3,CUST-0039,PROD-0059,USER-020,Automotive,6,749.92,471.65,4499.52,5,224.98,4274.54,2829.9,1444.64,33.8,Retail Store,Completed,2024-07-28,UPI
ORD-00191,2023-06-26,2023,6,Q2,CUST-0056,PROD-0013,USER-014,Clothing,20,360.23,238.56,7204.6,0,0.0,7204.6,4771.2,2433.4,33.78,Wholesale,Completed,2023-06-28,Credit Card
ORD-00192,2024-01-09,2024,1,Q1,CUST-0074,PROD-0039,USER-015,Books,19,783.31,418.88,14882.89,5,744.14,14138.75,7958.72,6180.03,43.71,Wholesale,Completed,2024-01-13,Bank Transfer
ORD-00193,2023-01-03,2023,1,Q1,CUST-0031,PROD-0058,USER-027,Automotive,18,891.66,492.63,16049.88,20,3209.98,12839.9,8867.34,3972.56,30.94,Online,Completed,2023-01-05,UPI
ORD-00194,2024-03-09,2024,3,Q1,CUST-0019,PROD-0058,USER-011,Automotive,4,891.66,492.63,3566.64,0,0.0,3566.64,1970.52,1596.12,44.75,Online,Completed,2024-03-12,Cash
ORD-00195,2025-06-21,2025,6,Q2,CUST-0098,PROD-0010,USER-029,Clothing,18,295.0,215.33,5310.0,0,0.0,5310.0,3875.94,1434.06,27.01,Retail Store,Pending,2025-06-26,Cash
ORD-00196,2025-01-27,2025,1,Q1,CUST-0097,PROD-0058,USER-006,Automotive,12,891.66,492.63,10699.92,0,0.0,10699.92,5911.56,4788.36,44.75,Direct Sales,Completed,2025-01-28,Cash
ORD-00197,2022-09-20,2022,9,Q3,CUST-0082,PROD-0043,USER-025,Beauty,16,100.66,59.21,1610.56,15,241.58,1368.98,947.36,421.62,30.8,Wholesale,Pending,2022-09-25,Cash
ORD-00198,2023-04-22,2023,4,Q2,CUST-0021,PROD-0031,USER-007,Sports,5,821.96,349.77,4109.8,15,616.47,3493.33,1748.85,1744.48,49.94,Direct Sales,Pending,2023-04-23,Cash
ORD-00199,2022-04-03,2022,4,Q2,CUST-0051,PROD-0078,USER-006,Office Supplies,7,1018.64,482.77,7130.48,20,1426.1,5704.38,3379.39,2324.99,40.76,Online,Completed,2022-04-06,Credit Card
ORD-00200,2025-09-17,2025,9,Q3,CUST-0004,PROD-0063,USER-017,Automotive,4,282.77,164.4,1131.08,5,56.55,1074.53,657.6,416.93,38.8,Online,Completed,2025-09-19,Bank Transfer
ORD-00201,2022-06-10,2022,6,Q2,CUST-0100,PROD-0017,USER-018,Home & Kitchen,2,864.42,411.63,1728.84,0,0.0,1728.84,823.26,905.58,52.38,Direct Sales,Completed,2022-06-14,Bank Transfer
ORD-00202,2022-08-15,2022,8,Q3,CUST-0043,PROD-0040,USER-025,Books,16,361.93,199.96,5790.88,0,0.0,5790.88,3199.36,2591.52,44.75,Online,Completed,2022-08-16,UPI
ORD-00203,2022-02-10,2022,2,Q1,CUST-0039,PROD-0060,USER-013,Automotive,4,682.05,385.34,2728.2,10,272.82,2455.38,1541.36,914.02,37.23,Wholesale,Completed,2022-02-13,Cash
ORD-00204,2025-09-22,2025,9,Q3,CUST-0056,PROD-0036,USER-023,Books,11,273.14,160.67,3004.54,0,0.0,3004.54,1767.37,1237.17,41.18,Direct Sales,Completed,2025-09-24,UPI
ORD-00205,2023-07-09,2023,7,Q3,CUST-0099,PROD-0023,USER-005,Home & Kitchen,2,659.44,360.35,1318.88,0,0.0,1318.88,720.7,598.18,45.36,Retail Store,Completed,2023-07-14,Bank Transfer
ORD-00206,2025-02-22,2025,2,Q1,CUST-0053,PROD-0071,USER-015,Food & Grocery,3,1159.58,487.22,3478.74,0,0.0,3478.74,1461.66,2017.08,57.98,Online,Completed,2025-02-23,Credit Card
ORD-00207,2022-04-18,2022,4,Q2,CUST-0090,PROD-0044,USER-019,Beauty,12,37.19,17.88,446.28,0,0.0,446.28,214.56,231.72,51.92,Wholesale,Completed,2022-04-23,Bank Transfer
ORD-00208,2025-06-06,2025,6,Q2,CUST-0093,PROD-0032,USER-029,Sports,3,54.33,31.77,162.99,0,0.0,162.99,95.31,67.68,41.52,Wholesale,Returned,2025-06-09,Bank Transfer
ORD-00209,2024-03-19,2024,3,Q1,CUST-0009,PROD-0032,USER-003,Sports,19,54.33,31.77,1032.27,10,103.23,929.04,603.63,325.41,35.03,Direct Sales,Completed,2024-03-24,Bank Transfer
ORD-00210,2025-03-06,2025,3,Q1,CUST-0042,PROD-0001,USER-012,Electronics,13,808.7,347.08,10513.1,5,525.65,9987.45,4512.04,5475.41,54.82,Online,Pending,2025-03-09,Bank Transfer
ORD-00211,2025-12-23,2025,12,Q4,CUST-0033,PROD-0044,USER-012,Beauty,12,37.19,17.88,446.28,0,0.0,446.28,214.56,231.72,51.92,Wholesale,Pending,2025-12-26,Bank Transfer
ORD-00212,2025-03-02,2025,3,Q1,CUST-0098,PROD-0001,USER-028,Electronics,5,808.7,347.08,4043.5,0,0.0,4043.5,1735.4,2308.1,57.08,Wholesale,Completed,2025-03-07,Credit Card
ORD-00213,2022-07-19,2022,7,Q3,CUST-0072,PROD-0005,USER-016,Electronics,11,624.79,452.75,6872.69,5,343.63,6529.06,4980.25,1548.81,23.72,Direct Sales,Returned,2022-07-21,Cash
ORD-00214,2024-01-24,2024,1,Q1,CUST-0062,PROD-0020,USER-016,Home & Kitchen,1,484.81,257.88,484.81,0,0.0,484.81,257.88,226.93,46.81,Online,Completed,2024-01-25,PayPal
ORD-00215,2022-11-06,2022,11,Q4,CUST-0093,PROD-0062,USER-012,Automotive,4,405.29,214.44,1621.16,0,0.0,1621.16,857.76,763.4,47.09,Direct Sales,Pending,2022-11-07,Cash
ORD-00216,2025-02-10,2025,2,Q1,CUST-0069,PROD-0014,USER-002,Clothing,20,576.96,261.07,11539.2,15,1730.88,9808.32,5221.4,4586.92,46.77,Online,Completed,2025-02-14,UPI
ORD-00217,2022-09-21,2022,9,Q3,CUST-0094,PROD-0033,USER-017,Books,9,542.28,227.85,4880.52,0,0.0,4880.52,2050.65,2829.87,57.98,Direct Sales,Pending,2022-09-22,PayPal
ORD-00218,2025-08-05,2025,8,Q3,CUST-0063,PROD-0010,USER-014,Clothing,9,295.0,215.33,2655.0,15,398.25,2256.75,1937.97,318.78,14.13,Direct Sales,Pending,2025-08-09,PayPal
ORD-00219,2024-10-28,2024,10,Q4,CUST-0070,PROD-0031,USER-008,Sports,9,821.96,349.77,7397.64,5,369.88,7027.76,3147.93,3879.83,55.21,Retail Store,Completed,2024-10-28,UPI
ORD-00220,2022-08-10,2022,8,Q3,CUST-0035,PROD-0072,USER-013,Food & Grocery,16,395.54,197.77,6328.64,0,0.0,6328.64,3164.32,3164.32,50.0,Direct Sales,Pending,2022-08-14,PayPal
ORD-00221,2025-09-18,2025,9,Q3,CUST-0083,PROD-0079,USER-030,Office Supplies,6,121.72,88.2,730.32,0,0.0,730.32,529.2,201.12,27.54,Online,Returned,2025-09-19,PayPal
ORD-00222,2025-06-07,2025,6,Q2,CUST-0007,PROD-0068,USER-007,Food & Grocery,13,333.98,180.53,4341.74,0,0.0,4341.74,2346.89,1994.85,45.95,Direct Sales,Returned,2025-06-10,Bank Transfer
ORD-00223,2024-12-10,2024,12,Q4,CUST-0063,PROD-0019,USER-010,Home & Kitchen,1,436.67,205.01,436.67,10,43.67,393.0,205.01,187.99,47.83,Direct Sales,Completed,2024-12-15,Credit Card
ORD-00224,2025-02-02,2025,2,Q1,CUST-0073,PROD-0037,USER-011,Books,12,582.25,407.17,6987.0,20,1397.4,5589.6,4886.04,703.56,12.59,Retail Store,Pending,2025-02-07,UPI
ORD-00225,2023-02-04,2023,2,Q1,CUST-0007,PROD-0042,USER-007,Beauty,17,370.28,282.66,6294.76,15,944.21,5350.55,4805.22,545.33,10.19,Retail Store,Returned,2023-02-08,UPI
ORD-00226,2022-09-09,2022,9,Q3,CUST-0050,PROD-0001,USER-029,Electronics,2,808.7,347.08,1617.4,15,242.61,1374.79,694.16,680.63,49.51,Wholesale,Returned,2022-09-13,Cash
ORD-00227,2024-02-20,2024,2,Q1,CUST-0060,PROD-0004,USER-019,Electronics,1,1113.23,494.77,1113.23,15,166.98,946.25,494.77,451.48,47.71,Wholesale,Completed,2024-02-22,PayPal
ORD-00228,2025-04-03,2025,4,Q2,CUST-0006,PROD-0012,USER-019,Clothing,1,151.45,86.05,151.45,15,22.72,128.73,86.05,42.68,33.15,Wholesale,Completed,2025-04-07,Cash
ORD-00229,2024-08-18,2024,8,Q3,CUST-0084,PROD-0034,USER-026,Books,14,528.12,291.78,7393.68,5,369.68,7024.0,4084.92,2939.08,41.84,Direct Sales,Completed,2024-08-21,UPI
ORD-00230,2024-01-18,2024,1,Q1,CUST-0011,PROD-0020,USER-015,Home & Kitchen,14,484.81,257.88,6787.34,0,0.0,6787.34,3610.32,3177.02,46.81,Wholesale,Completed,2024-01-23,UPI
ORD-00231,2023-02-04,2023,2,Q1,CUST-0078,PROD-0048,USER-005,Beauty,1,415.31,206.62,415.31,0,0.0,415.31,206.62,208.69,50.25,Online,Completed,2023-02-09,Credit Card
ORD-00232,2023-03-18,2023,3,Q1,CUST-0051,PROD-0067,USER-006,Food & Grocery,3,245.11,175.08,735.33,20,147.07,588.26,525.24,63.02,10.71,Wholesale,Completed,2023-03-22,Bank Transfer
ORD-00233,2023-12-04,2023,12,Q4,CUST-0038,PROD-0003,USER-028,Electronics,3,777.34,413.48,2332.02,15,349.8,1982.22,1240.44,741.78,37.42,Direct Sales,Returned,2023-12-06,Credit Card
ORD-00234,2025-02-10,2025,2,Q1,CUST-0050,PROD-0052,USER-019,Toys,16,921.9,443.22,14750.4,0,0.0,14750.4,7091.52,7658.88,51.92,Online,Completed,2025-02-13,Bank Transfer
ORD-00235,2025-09-06,2025,9,Q3,CUST-0010,PROD-0009,USER-030,Clothing,17,422.34,281.56,7179.78,0,0.0,7179.78,4786.52,2393.26,33.33,Online,Completed,2025-09-10,UPI
ORD-00236,2025-02-06,2025,2,Q1,CUST-0075,PROD-0022,USER-024,Home & Kitchen,18,316.01,140.45,5688.18,10,568.82,5119.36,2528.1,2591.26,50.62,Online,Completed,2025-02-07,Cash
ORD-00237,2025-07-11,2025,7,Q3,CUST-0084,PROD-0050,USER-027,Toys,4,960.94,417.8,3843.76,10,384.38,3459.38,1671.2,1788.18,51.69,Wholesale,Completed,2025-07-13,UPI
ORD-00238,2025-05-27,2025,5,Q2,CUST-0036,PROD-0071,USER-025,Food & Grocery,11,1159.58,487.22,12755.38,0,0.0,12755.38,5359.42,7395.96,57.98,Retail Store,Returned,2025-05-28,Credit Card
ORD-00239,2025-03-24,2025,3,Q1,CUST-0095,PROD-0055,USER-014,Toys,4,951.05,428.4,3804.2,20,760.84,3043.36,1713.6,1329.76,43.69,Direct Sales,Returned,2025-03-25,Bank Transfer
ORD-00240,2022-12-25,2022,12,Q4,CUST-0005,PROD-0071,USER-013,Food & Grocery,4,1159.58,487.22,4638.32,10,463.83,4174.49,1948.88,2225.61,53.31,Direct Sales,Completed,2022-12-28,Cash
ORD-00241,2022-12-10,2022,12,Q4,CUST-0001,PROD-0062,USER-023,Automotive,20,405.29,214.44,8105.8,15,1215.87,6889.93,4288.8,2601.13,37.75,Online,Completed,2022-12-15,Bank Transfer
ORD-00242,2022-02-06,2022,2,Q1,CUST-0090,PROD-0065,USER-008,Food & Grocery,5,299.41,194.42,1497.05,15,224.56,1272.49,972.1,300.39,23.61,Retail Store,Completed,2022-02-08,Cash
ORD-00243,2023-11-19,2023,11,Q4,CUST-0009,PROD-0010,USER-012,Clothing,12,295.0,215.33,3540.0,15,531.0,3009.0,2583.96,425.04,14.13,Online,Completed,2023-11-24,Bank Transfer
ORD-00244,2025-03-12,2025,3,Q1,CUST-0007,PROD-0017,USER-030,Home & Kitchen,12,864.42,411.63,10373.04,0,0.0,10373.04,4939.56,5433.48,52.38,Wholesale,Completed,2025-03-13,PayPal
ORD-00245,2022-08-22,2022,8,Q3,CUST-0092,PROD-0059,USER-001,Automotive,17,749.92,471.65,12748.64,0,0.0,12748.64,8018.05,4730.59,37.11,Online,Returned,2022-08-24,UPI
ORD-00246,2024-01-14,2024,1,Q1,CUST-0052,PROD-0066,USER-015,Food & Grocery,7,675.08,340.95,4725.56,15,708.83,4016.73,2386.65,1630.08,40.58,Retail Store,Pending,2024-01-15,Bank Transfer
ORD-00247,2022-05-23,2022,5,Q2,CUST-0094,PROD-0064,USER-018,Automotive,17,87.18,45.17,1482.06,10,148.21,1333.85,767.89,565.96,42.43,Retail Store,Completed,2022-05-26,PayPal
ORD-00248,2025-01-06,2025,1,Q1,CUST-0052,PROD-0052,USER-015,Toys,10,921.9,443.22,9219.0,0,0.0,9219.0,4432.2,4786.8,51.92,Retail Store,Pending,2025-01-11,PayPal
ORD-00249,2024-10-19,2024,10,Q4,CUST-0009,PROD-0065,USER-026,Food & Grocery,15,299.41,194.42,4491.15,0,0.0,4491.15,2916.3,1574.85,35.07,Retail Store,Completed,2024-10-24,PayPal
ORD-00250,2022-10-23,2022,10,Q4,CUST-0071,PROD-0019,USER-025,Home & Kitchen,5,436.67,205.01,2183.35,10,218.34,1965.01,1025.05,939.96,47.83,Wholesale,Completed,2022-10-27,Credit Card
ORD-00251,2022-06-07,2022,6,Q2,CUST-0003,PROD-0036,USER-014,Books,10,273.14,160.67,2731.4,0,0.0,2731.4,1606.7,1124.7,41.18,Online,Pending,2022-06-09,Cash
ORD-00252,2023-11-11,2023,11,Q4,CUST-0056,PROD-0063,USER-007,Automotive,14,282.77,164.4,3958.78,10,395.88,3562.9,2301.6,1261.3,35.4,Wholesale,Returned,2023-11-16,Bank Transfer
ORD-00253,2025-09-28,2025,9,Q3,CUST-0045,PROD-0010,USER-018,Clothing,14,295.0,215.33,4130.0,0,0.0,4130.0,3014.62,1115.38,27.01,Wholesale,Completed,2025-09-28,UPI
